ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01003948,Southwark,"12,029",7,12837,5,16049,7,18666,6,7249,3,2290,5,11355,7,18374,5,31477,10
E01003949,Southwark,"12,205",7,18017,7,16072,7,16969,6,16584,7,2373,5,8151,4,17096,4,29329,9
E01003950,Southwark,"4,981",4,10289,4,7361,3,7838,2,14177,6,1606,4,9808,6,15227,3,18473,5
E01003951,Southwark,"26,759",10,19539,8,22466,8,19281,6,7456,3,2142,5,8912,5,19591,5,29162,9
E01003952,Southwark,"10,704",6,18043,7,17619,7,19573,7,11946,5,4069,9,4253,2,19874,5,30434,9
E01003953,Southwark,"8,403",5,16019,7,16959,7,18226,6,12520,6,3310,7,3459,2,12952,3,29241,9
E01003954,Southwark,"10,572",6,16542,7,17192,7,20987,7,12914,6,4224,9,2125,1,14997,3,29422,9
E01003955,Southwark,"9,221",6,16651,7,15398,6,14737,5,16291,7,3850,8,7274,4,11223,2,27367,8
E01003956,Southwark,"7,302",5,25005,9,20098,8,23410,8,18942,8,4348,9,5780,3,21154,6,31429,10
E01003957,Southwark,"9,474",6,20653,8,17536,7,21117,7,17743,8,3951,9,7087,4,17875,4,27881,8
E01003958,Southwark,"12,231",7,22066,8,16635,7,17928,6,16142,7,3926,9,4580,2,17991,4,27636,8
E01003960,Southwark,"3,073",3,5325,2,10965,5,16593,5,5538,2,1313,3,1252,1,13627,3,25770,7
E01003961,Southwark,"1,537",2,5105,2,3979,1,5513,1,6007,2,2048,5,3752,2,7561,1,15331,3
E01003963,Southwark,"1,105",1,3081,1,2933,1,4523,1,5950,2,1746,4,7607,4,8233,1,14046,3
E01003964,Southwark,"3,034",2,5974,2,7268,3,8021,2,1587,1,2061,5,1286,1,15704,4,15091,3
E01003966,Southwark,"1,028",1,5754,2,6321,2,10365,3,3468,1,1814,4,3743,2,9153,1,15351,3
E01003967,Southwark,"4,962",4,9539,4,8322,3,9414,3,6486,3,919,2,4930,2,12916,3,14717,3
E01003968,Southwark,"1,038",1,846,1,935,1,4403,1,5407,2,1036,3,6868,4,6440,1,12845,2
E01003969,Southwark,"6,976",5,4806,2,11099,5,18139,6,5101,2,2223,5,2223,1,20934,6,20880,6
E01003970,Southwark,"1,278",1,2601,1,3422,1,8953,3,798,1,1766,4,4194,2,11681,2,13349,3
E01003971,Southwark,849,1,425,1,574,1,3793,1,1874,1,1500,4,3325,1,8615,1,13701,3
E01003972,Southwark,"2,737",2,4982,2,8123,3,12921,4,8882,4,1600,4,4028,2,12630,3,19015,5
E01003973,Southwark,"1,689",2,5863,2,7201,3,10979,3,6309,3,1900,4,6701,3,11295,2,13273,3
E01003974,Southwark,"4,268",3,3813,1,4157,1,8244,2,3999,2,1756,4,4221,2,14593,3,12128,2
E01003975,Southwark,"2,624",2,3291,1,5115,2,8685,2,7140,3,1485,4,10775,6,14604,3,14168,3
E01003976,Southwark,"1,130",1,2715,1,8274,3,14028,5,6414,3,1862,4,1442,1,8927,1,18846,5
E01003977,Southwark,"6,522",4,7707,3,8765,4,10238,3,11636,5,1893,4,7179,4,10865,2,15578,3
E01003978,Southwark,"2,557",2,2660,1,10558,4,18001,6,13686,6,1650,4,2710,1,20036,5,20494,5
E01003979,Southwark,"1,882",2,7775,3,9148,4,11412,4,7566,3,1669,4,6293,3,5169,1,20512,5
E01003980,Southwark,"1,157",1,2036,1,6379,2,7952,2,8121,3,2441,6,4018,2,6176,1,17504,4
E01003981,Southwark,"3,124",3,4526,2,15373,6,19653,7,3956,2,1281,3,3801,2,7934,1,16611,4
E01003983,Southwark,"3,939",3,5301,2,4831,2,6929,2,11283,5,1815,4,9021,5,19020,5,11682,2
E01003984,Southwark,"1,279",1,1318,1,5130,2,9277,3,1666,1,1544,4,4290,2,9659,2,21212,6
E01003986,Southwark,"1,670",2,2035,1,3102,1,4956,1,5673,2,2477,6,12600,7,10499,2,6897,1
E01003987,Southwark,"2,584",2,2351,1,3673,1,6189,1,14733,7,1679,4,14783,8,9298,1,9969,2
E01003988,Southwark,"3,676",3,9145,4,7372,3,9550,3,7097,3,1090,3,3588,2,16644,4,12635,2
E01003989,Southwark,712,1,5881,2,5882,2,10378,3,5878,2,1271,3,10806,6,21462,6,15283,3
E01003990,Southwark,"1,733",2,3900,1,3883,1,7056,2,12544,6,1673,4,12554,7,13366,3,18526,5
E01003991,Southwark,"1,085",1,909,1,2521,1,6220,1,7353,3,1943,5,7847,4,5686,1,11621,2
E01003992,Southwark,"1,610",2,3456,1,4353,2,7075,2,12942,6,1334,3,10632,6,12335,2,14131,3
E01003993,Southwark,"1,553",2,8073,3,6800,3,9589,3,14312,6,1163,3,8553,5,12575,2,18807,5
E01003994,Southwark,"1,295",1,3350,1,5441,2,7905,2,2040,1,1481,4,7845,4,8646,1,14941,3
E01003995,Southwark,"2,703",2,4846,2,6296,2,5686,1,5787,2,2251,5,4886,2,5170,1,20535,5
E01003997,Southwark,"2,826",2,3326,1,7161,3,11327,4,2684,1,2170,5,2880,1,13328,3,24886,7
E01003998,Southwark,"6,874",4,14801,6,13382,6,12960,4,12065,5,2410,5,1418,1,11347,2,23726,7
E01003999,Southwark,"5,690",4,5983,2,9141,4,12832,4,10417,5,1593,4,8561,5,16268,4,19772,5
E01004000,Southwark,"3,185",3,7220,3,7847,3,8463,2,12246,5,2089,5,6507,3,13061,3,16984,4
E01004001,Southwark,"1,045",1,5423,2,4140,1,5011,1,12981,6,1370,3,13943,8,5878,1,14558,3
E01004002,Southwark,"13,069",7,24501,9,18789,8,15600,5,12132,5,3326,7,4471,2,20329,5,24973,7
E01004003,Southwark,"1,397",1,6193,3,4732,2,5143,1,6641,3,1282,3,11554,7,7981,1,17003,4
E01004004,Southwark,"1,266",1,4187,2,6827,3,9117,3,6657,3,1415,3,6544,3,8208,1,18256,4
E01004005,Southwark,450,1,5797,2,2802,1,3134,1,5943,2,1109,3,5365,3,3234,1,16034,4
E01004006,Southwark,"3,228",3,8189,3,11101,5,14899,5,7406,3,1767,4,2438,1,12360,2,19944,5
E01004007,Southwark,798,1,642,1,1316,1,4430,1,9479,4,1724,4,13426,8,9607,2,17951,4
E01004008,Southwark,"2,683",2,4314,2,4236,1,6087,1,4665,2,2053,5,5769,3,12420,2,17555,4
E01004010,Southwark,"1,519",2,7471,3,6372,2,10973,3,1251,1,1621,4,6691,3,16243,4,15007,3
E01004011,Southwark,"1,056",1,5428,2,4973,2,8484,2,12224,5,961,2,8796,5,12953,3,19425,5
E01004012,Southwark,562,1,5504,2,6942,3,10569,3,13684,6,718,2,10684,6,15887,4,21252,6
E01004013,Southwark,886,1,4210,2,2859,1,4575,1,5115,2,1060,3,10911,6,7933,1,19232,5
E01004014,Southwark,"1,489",1,3555,1,3597,1,6738,2,18557,8,607,2,13482,8,8697,1,19399,5
E01004015,Southwark,"7,779",5,18286,7,16470,7,19877,7,1679,1,3415,8,3367,2,10151,2,30312,9
E01004016,Southwark,"9,154",5,13537,6,12230,5,13321,4,14751,7,2719,6,8205,5,16974,4,24145,7
E01004017,Southwark,"12,253",7,17000,7,16407,7,18022,6,16845,7,3708,8,6295,3,17793,4,30196,9
E01004018,Southwark,"11,793",7,23291,9,21893,8,24780,8,19616,8,4376,10,4315,2,23047,6,31409,10
E01004019,Southwark,"5,247",4,5460,2,7090,3,10344,3,18123,8,1750,4,13266,8,15602,4,24117,7
E01004020,Southwark,"3,663",3,3138,1,5205,2,9134,3,18736,8,674,2,15097,8,17695,4,19894,5
E01004021,Southwark,"10,438",6,13670,6,17155,7,19844,7,18540,8,2884,6,7709,4,21650,6,27419,8
E01004022,Southwark,"5,263",4,3126,1,9547,4,14781,5,4649,2,1755,4,8828,5,15493,3,22677,6
E01004023,Southwark,"2,713",2,8277,4,8267,3,12362,4,2630,1,2414,5,7297,4,11557,2,17757,4
E01004024,Southwark,"1,680",2,4510,2,6518,3,10372,3,7758,3,2069,5,12563,7,4624,1,13797,3
E01004027,Southwark,"2,367",2,7428,3,12603,5,16836,6,27581,10,2000,5,5244,3,16051,4,22563,6
E01004028,Southwark,"1,924",2,5831,2,7766,3,11586,4,8937,4,1738,4,13791,8,9304,1,20930,6
E01004029,Southwark,"9,024",5,9521,4,19118,8,27336,9,17795,8,2713,6,10125,6,20913,6,28054,8
E01004030,Southwark,"4,846",3,4200,2,9370,4,11884,4,9094,4,2030,5,9641,5,14149,3,17713,4
E01004031,Southwark,"4,180",3,5511,2,10896,5,16639,6,2062,1,1674,4,4277,2,16908,4,24428,7
E01004032,Southwark,"20,374",9,28763,10,31910,10,32478,10,18870,8,2570,6,10394,6,24893,7,28703,8
E01004033,Southwark,"2,965",2,3208,1,7256,3,12221,4,4132,2,1905,4,7938,4,16518,4,21899,6
E01004034,Southwark,"5,565",4,6259,3,8244,3,12511,4,10754,5,1723,4,9455,5,15298,3,14850,3
E01004035,Southwark,"2,507",2,7980,3,6236,2,8574,2,2429,1,1978,5,10825,6,2521,1,16069,4
E01004036,Southwark,"4,615",3,3063,1,5207,2,8442,2,9111,4,1753,4,6510,3,12283,2,15363,3
E01004037,Southwark,"3,431",3,4942,2,8679,4,13340,4,9148,4,1128,3,8005,4,12692,3,24015,7
E01004038,Southwark,"6,483",4,7238,3,10419,4,15185,5,9866,4,1204,3,11581,7,19257,5,22078,6
E01004039,Southwark,"8,335",5,7342,3,14290,6,19318,6,7192,3,1441,3,2386,1,20983,6,21998,6
E01004040,Southwark,"1,326",1,2782,1,3461,1,5297,1,3832,2,972,3,4812,2,9233,1,17055,4
E01004041,Southwark,"3,153",3,11279,5,9700,4,12370,4,4851,2,1112,3,7257,4,16469,4,17524,4
E01004042,Southwark,"1,545",2,386,1,2045,1,4120,1,2069,1,2005,5,9138,5,4691,1,9295,1
E01004043,Southwark,"8,539",5,10995,5,12345,5,12540,4,4070,2,2263,5,7824,4,12943,3,12522,2
E01004044,Southwark,"2,900",2,6023,2,6265,2,7258,2,11788,5,2040,5,7795,4,9660,2,13903,3
E01004045,Southwark,"1,442",1,8502,4,5685,2,7497,2,24340,10,1543,4,13750,8,14852,3,18230,4
E01004046,Southwark,"10,974",6,16999,7,16144,7,17764,6,10376,5,3659,8,5576,3,17516,4,28109,8
E01004047,Southwark,"4,244",3,7454,3,7447,3,11147,3,21907,9,2044,5,11649,7,14241,3,16473,4
E01004048,Southwark,"6,696",4,11101,5,12234,5,16323,5,11690,5,3048,7,3975,2,18179,4,24183,7
E01004049,Southwark,"7,125",5,7788,3,14302,6,22408,7,21635,9,1588,4,11852,7,20709,5,18791,5
E01004050,Southwark,"14,136",7,20150,8,24223,9,29821,10,10372,5,1960,5,2159,1,26631,8,31931,10
E01004051,Southwark,"20,258",9,21020,8,27387,9,31586,10,18865,8,3170,7,9861,6,19545,5,25892,7
E01004052,Southwark,"6,930",5,25653,9,18363,7,18554,6,10492,5,2830,6,7546,4,22304,6,29643,9
E01004053,Southwark,"16,322",8,20029,8,28021,10,30318,10,22242,9,2858,6,14717,8,19862,5,28031,8
E01004054,Southwark,"21,972",9,18938,7,29659,10,32299,10,21904,9,2045,5,13468,8,22254,6,32156,10
E01004055,Southwark,"2,088",2,8460,4,5039,2,5119,1,5381,2,368,1,12859,7,9793,2,9309,1
E01004056,Southwark,"1,585",2,12377,5,12552,5,15376,5,12156,5,2198,5,13020,7,15406,3,23568,7
E01004057,Southwark,"8,466",5,7877,3,11294,5,15882,5,5872,2,2227,5,15788,9,14354,3,20908,6
E01004058,Southwark,"19,228",8,21496,8,31723,10,32778,10,12790,6,2834,6,9984,6,25686,7,32321,10
E01004059,Southwark,"11,442",6,20395,8,30366,10,32446,10,1662,1,2444,6,3330,1,17376,4,24372,7
E01004060,Southwark,"3,779",3,4557,2,8088,3,12741,4,9622,4,1454,4,1203,1,8028,1,15544,3
E01004061,Southwark,"10,604",6,16221,7,16219,7,18963,6,1394,1,2795,6,5675,3,19200,5,26379,8
E01004062,Southwark,"2,750",2,5338,2,7784,3,13855,4,3172,1,1561,4,6651,3,10692,2,17993,4
E01004063,Southwark,"2,461",2,11042,5,10668,5,13458,4,1328,1,3062,7,5969,3,7560,1,30512,9
E01004064,Southwark,"3,042",2,5770,2,6245,2,9695,3,4319,2,2097,5,8484,5,11117,2,16648,4
E01004065,Southwark,"5,050",4,19173,8,14937,6,16419,5,10147,4,3808,8,4672,2,12331,2,29417,9
E01004066,Southwark,"5,360",4,8449,4,9075,4,10493,3,8760,4,2177,5,9401,5,19130,5,23513,7
E01004067,Southwark,"4,322",3,6452,3,7308,3,11514,4,225,1,1149,3,2123,1,17044,4,19049,5
E01004068,Southwark,"2,830",2,5676,2,4890,2,5343,1,6271,3,1855,4,10809,6,8460,1,17283,4
E01004069,Southwark,"25,398",10,31679,10,32304,10,32515,10,3438,1,4715,10,5954,3,30315,9,31860,10
E01004070,Southwark,"10,631",6,21590,8,17172,7,21180,7,16529,7,3762,8,7570,4,23683,7,32018,10
E01004071,Southwark,"5,245",4,9288,4,10465,4,16142,5,22738,9,3208,7,9826,6,15106,3,27024,8
E01004072,Southwark,"20,565",9,29364,10,26019,9,26939,9,12498,6,4590,10,6047,3,28838,9,31643,10
E01004073,Southwark,"15,815",8,23395,9,23518,9,29697,9,18841,8,4510,10,5967,3,28167,8,32346,10
E01004074,Southwark,"22,841",9,26334,9,27888,10,31152,10,7996,3,4655,10,3420,2,30032,9,32722,10
E01004075,Southwark,"29,687",10,32174,10,32337,10,32268,10,6302,3,4800,10,3758,2,30853,9,32738,10
E01004076,Sutton,"14,525",7,14790,6,14119,6,15873,5,17990,8,1610,4,13883,8,22932,6,18111,4
E01004077,Sutton,"24,069",9,16271,7,19721,8,22705,8,12252,5,3306,7,15712,9,23052,6,17887,4
E01004078,Sutton,"13,463",7,18039,7,16521,7,20002,7,18776,8,2706,6,13090,7,20970,6,16875,4
E01004079,Sutton,"28,158",10,27913,9,28593,10,26108,8,9842,4,4231,9,15723,9,28483,8,26429,8
E01004080,Sutton,"25,278",10,23442,9,24213,9,22980,8,16210,7,3108,7,20246,10,28429,8,24788,7
E01004081,Sutton,"25,892",10,18943,7,18731,8,19302,6,26301,10,4009,9,13425,8,21530,6,20526,5
E01004082,Sutton,"23,699",9,26665,9,27036,9,27983,9,24237,10,4794,10,18357,9,30618,9,23620,7
E01004083,Sutton,"3,689",3,1100,1,2001,1,2257,1,9812,4,2936,7,26224,10,4944,1,4024,1
E01004084,Sutton,"30,466",10,27418,9,28395,10,29951,10,25522,10,3053,7,21574,10,31049,10,30441,9
E01004085,Sutton,"30,354",10,25124,9,28442,10,26143,8,17500,8,1655,4,27262,10,30753,9,29143,9
E01004086,Sutton,"12,724",7,14405,6,14012,6,18215,6,8959,4,4265,9,18248,9,23395,6,20068,5
E01004087,Sutton,"30,045",10,24882,9,27201,9,26677,9,19911,8,4431,10,24034,10,28734,9,29496,9
E01004088,Sutton,"3,762",3,2186,1,2311,1,2498,1,6536,3,2928,7,27927,10,8618,1,2920,1
E01004089,Sutton,"5,609",4,8612,4,5729,2,4272,1,14767,7,1898,4,24876,10,3900,1,8327,1
E01004090,Sutton,"5,543",4,6588,3,4290,2,4047,1,27037,10,1735,4,17531,9,11001,2,6886,1
E01004091,Sutton,"32,424",10,28269,10,30600,10,29570,9,32792,10,2888,6,28255,10,31102,10,30049,9
E01004092,Sutton,"30,454",10,31004,10,31470,10,29913,10,14845,7,2377,5,15617,9,31913,10,31694,10
E01004093,Sutton,"25,914",10,30783,10,29409,10,27759,9,22022,9,3778,8,23265,10,29881,9,31607,10
E01004094,Sutton,"22,486",9,28889,10,28251,10,28680,9,29414,10,4692,10,19281,10,27590,8,29147,9
E01004095,Sutton,"30,592",10,32117,10,31210,10,25167,8,29831,10,3930,9,16799,9,28572,9,31853,10
E01004096,Sutton,"9,596",6,13922,6,14259,6,16931,6,20912,9,1818,4,5198,3,20077,5,23761,7
E01004097,Sutton,"28,522",10,22935,9,26931,9,29231,9,22377,9,4709,10,19728,10,30138,9,29606,9
E01004098,Sutton,"19,039",8,23126,9,23733,9,30465,10,22329,9,4757,10,15088,8,26880,8,29575,9
E01004099,Sutton,"13,926",7,7866,3,9649,4,12294,4,9133,4,4243,9,11604,7,13976,3,23669,7
E01004100,Sutton,"28,129",10,18180,7,22111,8,25086,8,18860,8,4771,10,16553,9,30005,9,27189,8
E01004101,Sutton,"28,460",10,27608,9,29850,10,30504,10,23523,9,4753,10,15796,9,30678,9,25385,7
E01004102,Sutton,"23,070",9,29587,10,25664,9,16901,6,11379,5,4599,10,16480,9,24537,7,26326,8
E01004103,Sutton,"15,565",8,19676,8,23098,9,26770,9,26194,10,4425,10,10100,6,26909,8,27130,8
E01004104,Sutton,"30,090",10,29314,10,30351,10,30022,10,25252,10,4760,10,14937,8,31414,10,29671,9
E01004105,Sutton,"30,013",10,23851,9,25435,9,25400,8,25728,10,4780,10,19787,10,31158,10,30295,9
E01004106,Sutton,"32,062",10,31937,10,32302,10,31378,10,26520,10,4247,9,23753,10,32282,10,31903,10
E01004107,Sutton,"19,562",9,16144,7,16560,7,16784,6,25375,10,4440,10,17721,9,21725,6,21629,6
E01004108,Sutton,"24,482",9,19501,8,21645,8,25153,8,10927,5,2012,5,16060,9,24781,7,22324,6
E01004109,Sutton,"16,912",8,12104,5,13189,6,13190,4,26264,10,4474,10,24077,10,21588,6,17647,4
E01004110,Sutton,"21,860",9,19299,8,20848,8,22436,7,27837,10,4422,10,11931,7,27329,8,26560,8
E01004111,Sutton,"20,025",9,23026,9,20782,8,23223,8,16800,7,4570,10,17139,9,17446,4,26598,8
E01004112,Sutton,"30,540",10,30834,10,31252,10,31324,10,23615,9,4682,10,24766,10,31122,10,32250,10
E01004114,Sutton,"30,611",10,31707,10,31866,10,32378,10,29338,10,2345,5,26896,10,31686,10,30726,9
E01004115,Sutton,"21,531",9,25924,9,25811,9,30057,10,24512,10,4399,10,18597,10,31217,10,22125,6
E01004116,Sutton,"22,371",9,20487,8,22353,8,27661,9,24022,10,4660,10,21588,10,28198,8,26017,7
E01004117,Sutton,"29,380",10,30402,10,32237,10,31707,10,29417,10,4663,10,19139,10,28423,8,22620,6
E01004118,Sutton,"21,188",9,17832,7,20631,8,23670,8,20727,9,4562,10,16330,9,22646,6,22465,6
E01004119,Sutton,"25,887",10,25446,9,28777,10,29068,9,8125,3,4583,10,15548,9,26542,8,16055,4
E01004120,Sutton,"25,522",10,30697,10,30333,10,29410,9,20625,9,4783,10,18986,10,31211,10,23350,7
E01004121,Sutton,"18,030",8,24601,9,22024,8,25653,8,15871,7,4577,10,17043,9,28041,8,26713,8
E01004122,Sutton,"25,275",10,31649,10,29750,10,27320,9,23252,9,4646,10,17732,9,26938,8,28876,9
E01004123,Sutton,"6,870",4,8739,4,10092,4,12209,4,5396,2,2730,6,1937,1,16990,4,13407,3
E01004124,Sutton,"13,899",7,8507,4,9124,4,9739,3,25642,10,3423,8,11637,7,20806,5,8253,1
E01004125,Sutton,"4,160",3,8894,4,6744,3,8848,2,4789,2,3104,7,6124,3,12159,2,8914,1
E01004126,Sutton,"11,645",6,4010,2,5864,2,8497,2,6135,2,3000,7,9181,5,14851,3,7120,1
E01004127,Sutton,"16,111",8,16973,7,15674,7,15031,5,10776,5,3581,8,11134,6,16458,4,11687,2
E01004128,Sutton,"7,874",5,9934,4,10157,4,10187,3,29600,10,2926,7,10812,6,13339,3,9696,2
E01004129,Sutton,"5,420",4,6310,3,5682,2,7405,2,8748,4,2342,5,8204,5,10266,2,5720,1
E01004130,Sutton,"20,517",9,21890,8,21829,8,26337,9,16232,7,4188,9,13436,8,26982,8,20150,5
E01004131,Sutton,"22,202",9,22757,8,21913,8,22085,7,23790,10,4184,9,13223,7,22124,6,18784,5
E01004132,Sutton,"23,569",9,29220,10,29147,10,31531,10,18702,8,4468,10,15775,9,29802,9,19357,5
E01004133,Sutton,"24,701",9,28479,10,27941,10,30008,10,25068,10,4600,10,16079,9,28035,8,18842,5
E01004134,Sutton,"16,373",8,21409,8,19772,8,21086,7,20078,9,4601,10,9822,6,24926,7,19131,5
E01004135,Sutton,"28,805",10,22097,8,26911,9,27262,9,17486,8,4754,10,20294,10,27274,8,16519,4
E01004136,Sutton,"25,372",10,23914,9,25569,9,23640,8,21831,9,4667,10,17179,9,25822,7,19030,5
E01004137,Sutton,"17,009",8,18174,7,18115,7,20804,7,4790,2,4073,9,7641,4,19686,5,28847,9
E01004138,Sutton,"19,010",8,15842,7,17362,7,20371,7,21041,9,4152,9,6453,3,24885,7,18718,5
E01004139,Sutton,"22,039",9,23063,9,22882,9,24226,8,18051,8,4401,10,11380,7,25527,7,26393,8
E01004140,Sutton,"2,860",2,6391,3,5824,2,7371,2,10076,4,2101,5,7661,4,4794,1,12687,2
E01004141,Sutton,"10,425",6,8317,4,9225,4,11077,3,11838,5,3544,8,17955,9,17112,4,19852,5
E01004142,Sutton,"3,084",3,3699,1,6240,2,11682,4,14012,6,2063,5,14647,8,12228,2,15856,4
E01004143,Sutton,"9,410",6,21974,8,18862,8,22761,8,20820,9,4264,9,7882,4,24762,7,25019,7
E01004144,Sutton,"28,196",10,18976,7,22770,9,26824,9,17496,8,4032,9,14603,8,29088,9,25994,7
E01004145,Sutton,"22,156",9,15887,7,18197,7,23580,8,14531,7,3854,8,13181,7,26684,8,20938,6
E01004146,Sutton,"17,873",8,22991,9,21064,8,22046,7,19526,8,3739,8,8354,5,23777,7,22135,6
E01004147,Sutton,"20,185",9,26432,9,22616,8,23730,8,19534,8,4359,10,18550,10,23015,6,22661,6
E01004148,Sutton,"8,610",5,7719,3,8001,3,11644,4,16539,7,2351,5,11272,7,22155,6,13613,3
E01004149,Sutton,"21,434",9,23179,9,23284,9,23417,8,20431,9,4147,9,14172,8,24609,7,21980,6
E01004150,Sutton,"9,780",6,8704,4,9172,4,11267,4,23835,10,2567,6,13286,8,13321,3,21846,6
E01004151,Sutton,"18,734",8,19755,8,20656,8,19091,6,21862,9,2113,5,13626,8,13057,3,27610,8
E01004152,Sutton,"12,154",7,15882,7,14708,6,21060,7,18619,8,3494,8,10375,6,21212,6,21363,6
E01004153,Sutton,"14,317",7,21583,8,18727,8,24109,8,19416,8,2001,5,12075,7,23772,7,26285,8
E01004154,Sutton,"30,319",10,31339,10,29315,10,25601,8,27890,10,4313,9,20541,10,30797,9,32109,10
E01004155,Sutton,"20,590",9,24156,9,25850,9,29236,9,25169,10,2573,6,17778,9,24540,7,29408,9
E01004156,Sutton,"14,591",7,24111,9,24463,9,30501,10,12426,6,3456,8,14414,8,25059,7,30909,9
E01004157,Sutton,"30,873",10,28884,10,31523,10,32117,10,26527,10,4742,10,17070,9,29888,9,30142,9
E01004158,Sutton,"19,403",9,23854,9,23572,9,25754,8,26360,10,3901,9,14478,8,26649,8,30250,9
E01004159,Sutton,"17,031",8,17147,7,17773,7,20217,7,19106,8,3709,8,11584,7,24627,7,15407,3
E01004160,Sutton,"27,169",10,19960,8,21663,8,24724,8,25174,10,4223,9,10514,6,26583,8,26557,8
E01004161,Sutton,"21,553",9,27888,9,28254,10,26993,9,24134,10,3002,7,20830,10,27463,8,21458,6
E01004162,Sutton,"11,798",7,20789,8,18499,7,21874,7,16934,7,4194,9,16510,9,17511,4,31057,10
E01004163,Sutton,"22,693",9,19052,8,18708,8,21074,7,12012,5,4414,10,7198,4,25932,7,15887,4
E01004164,Sutton,"24,803",9,27550,9,28295,10,26631,9,13821,6,4305,9,4391,2,22703,6,18457,5
E01004165,Sutton,"12,491",7,19062,8,16212,7,16029,5,11600,5,4503,10,13099,7,15013,3,19989,5
E01004166,Sutton,"16,420",8,25548,9,19502,8,19030,6,17276,8,4336,9,16222,9,23106,6,26156,8
E01004167,Sutton,"9,082",5,1366,1,3977,1,7423,2,11693,5,3955,9,17211,9,8513,1,8712,1
E01004168,Sutton,"25,646",10,28268,10,28186,10,26729,9,14050,6,4744,10,15910,9,24696,7,16696,4
E01004169,Sutton,"16,836",8,4784,2,6967,3,10685,3,14039,6,1589,4,10406,6,15671,4,12624,2
E01004170,Sutton,"19,805",9,23256,9,22058,8,26531,9,20164,9,4496,10,5018,2,28088,8,27240,8
E01004171,Sutton,"22,524",9,30813,10,27503,9,28624,9,18298,8,4681,10,16661,9,27384,8,25614,7
E01004172,Sutton,"12,441",7,7609,3,8186,3,9791,3,17786,8,3895,9,13610,8,19906,5,22069,6
E01004173,Sutton,"18,466",8,21805,8,18307,7,15687,5,16337,7,4569,10,13634,8,22432,6,21130,6
E01004174,Sutton,"20,018",9,24241,9,16180,7,11667,4,13824,6,4142,9,9354,5,21235,6,22997,6
E01004175,Sutton,"19,090",8,24473,9,21221,8,19386,6,29606,10,3303,7,19698,10,25608,7,20568,5
E01004176,Sutton,"18,471",8,20785,8,20655,8,20751,7,14657,7,4225,9,10952,6,24223,7,25522,7
E01004177,Sutton,"10,119",6,12745,5,11485,5,13833,4,16966,7,4155,9,9806,6,13690,3,23303,6
E01004178,Sutton,"10,490",6,15034,6,13806,6,17690,6,14530,7,4037,9,5346,3,19584,5,24856,7
E01004179,Sutton,"24,655",9,28007,10,27108,9,29025,9,20032,9,4173,9,11198,6,30243,9,27935,8
E01004180,Sutton,"26,407",10,27505,9,27661,9,26451,9,23401,9,4478,10,23270,10,31282,10,29997,9
E01004181,Sutton,"18,091",8,16271,7,15269,6,13387,4,27792,10,3091,7,9145,5,19816,5,25697,7
E01004182,Sutton,"10,003",6,7818,3,6729,3,7479,2,19097,8,3466,8,9737,6,19432,5,16718,4
E01004183,Sutton,"5,396",4,5811,2,6624,3,9715,3,11451,5,3557,8,10126,6,12972,3,7163,1
E01004184,Sutton,"8,666",5,6443,3,6591,3,7754,2,7243,3,2420,6,10766,6,19074,5,8889,1
E01004185,Sutton,"4,131",3,2745,1,2925,1,2662,1,5536,2,1154,3,14681,8,9764,2,6489,1
E01004186,Sutton,"17,093",8,17288,7,17933,7,20705,7,13501,6,4126,9,9153,5,24129,7,22097,6
E01004187,Sutton,"6,220",4,17969,7,12891,5,14183,5,15381,7,2446,6,10429,6,11843,2,11838,2
E01004188,Sutton,"16,049",8,12938,6,15412,6,20789,7,17576,8,4143,9,11331,7,26123,8,17388,4
E01004189,Sutton,"8,069",5,10636,5,8357,3,6801,2,9476,4,3183,7,9029,5,17491,4,8762,1
E01004190,Sutton,"28,901",10,25637,9,28616,10,31360,10,22988,9,4684,10,18559,10,30929,9,25305,7
E01004191,Sutton,"22,737",9,23452,9,24576,9,27043,9,20199,9,4546,10,15398,8,31307,10,20207,5
E01004192,Sutton,"17,151",8,19953,8,19331,8,20227,7,25286,10,4100,9,17293,9,25571,7,18027,4
E01004193,Sutton,"17,063",8,14245,6,16941,7,24301,8,22958,9,2417,5,21823,10,29139,9,16393,4
E01004194,Sutton,"24,609",9,17633,7,20874,8,19713,7,18009,8,4044,9,17490,9,24351,7,24576,7
E01004195,Sutton,"16,215",8,22973,9,21813,8,28128,9,15962,7,4374,10,12488,7,27618,8,21992,6
E01004196,Sutton,"25,114",10,22523,8,26404,9,29073,9,25480,10,4446,10,19760,10,28026,8,25987,7
E01004197,Tower Hamlets,"1,940",2,7862,3,7712,3,12036,4,6179,2,3139,7,4039,2,9948,2,22841,6
E01004198,Tower Hamlets,249,1,6780,3,3129,1,5199,1,2511,1,2897,6,8212,5,3188,1,10543,2
E01004199,Tower Hamlets,451,1,4994,2,2324,1,4585,1,1104,1,2603,6,6942,4,10109,2,7105,1
E01004200,Tower Hamlets,639,1,4061,2,11413,5,20962,7,8210,3,1989,5,31,1,10726,2,29328,9
